CustomerID,Age,Gender,Region,EmploymentStatus,AccountType,AccountBalance,MonthlyIncome,CreditScore,LoanAmount,LoanStatus,MonthlyTransactions,DateJoined,Churned
CUS1529,38,Female,Nairobi,Unemployed,Salary,105383.85,19635.59,584,149433.38,Fully Paid,43,11/12/2018,No
CUS1530,45,Female,Mombasa,Self-Employed,Savings,53806.09,245832.66,522,33885.83,Active,2,10/17/2020,No
CUS1531,63,Male,Nairobi,Employed,Fixed Deposit,281481.74,31734.71,565,152694.53,Fully Paid,21,3/26/2023,Yes
CUS1532,19,Female,Nakuru,Self-Employed,Current,55070.06,100593.62,672,175143.09,Fully Paid,34,1/7/2022,No
CUS1533,60,Female,Mombasa,Employed,Fixed Deposit,65696.14,35206.11,532,76469.41,Defaulted,27,8/21/2019,No
CUS1534,18,Female,Kisumu,Unemployed,Current,85002.48,1882.16,535,101669.68,Defaulted,37,11/8/2020,No
CUS1535,68,Male,Mombasa,Student,Salary,24918.33,10471.02,613,162947.73,Defaulted,7,12/15/2021,No
CUS1536,53,Male,Mombasa,Student,Current,181667.88,17588.96,679,26130.06,Fully Paid,22,7/14/2019,No
CUS1537,68,Male,Eldoret,Unemployed,Savings,5083.78,16950.64,719,395486.64,Fully Paid,4,4/30/2020,No
CUS1538,43,Female,Nairobi,Employed,Current,89171.92,176534.35,351,30182.67,Active,14,9/6/2022,No
CUS1539,46,Female,Nairobi,Employed,Savings,6172.31,134754.32,808,176518.86,Fully Paid,34,9/15/2020,No
CUS1540,38,Male,Nakuru,Self-Employed,Savings,10458.84,279889.26,504,62664.46,Fully Paid,23,8/25/2020,No
CUS1541,28,Male,Nairobi,Student,Current,133479,17501.56,556,26673.65,Fully Paid,44,5/15/2019,No
CUS1542,57,Male,Nairobi,Employed,Salary,100595.58,181136.13,484,39599.05,Defaulted,42,7/24/2020,No
CUS1543,28,Female,Nairobi,Employed,Current,11445.18,107191.09,444,7062.52,Active,25,2/2/2021,No
CUS1544,53,Male,Nairobi,Unemployed,Fixed Deposit,50509.16,5544.5,313,30220.49,Defaulted,1,10/24/2018,Yes
CUS1545,66,Male,Mombasa,Employed,Current,20369.53,185790.2,545,166417.42,Active,51,2/25/2020,No
CUS1546,56,Female,Nairobi,Employed,Savings,76536.89,95948.96,486,45121.13,Defaulted,55,1/26/2019,No
CUS1547,57,Female,Nakuru,Self-Employed,Salary,91840.71,160953.15,636,76894.53,Active,48,3/3/2023,No
CUS1548,52,Female,Nakuru,Employed,Current,12433.06,85906.31,558,26935.97,Fully Paid,15,5/12/2021,No
CUS1549,51,Male,Kisumu,Employed,Salary,78333.58,142682.39,339,5769.21,Defaulted,32,11/6/2020,No
CUS1550,64,Female,Kisumu,Unemployed,Savings,71490.91,19900.62,717,152634.92,Fully Paid,14,3/9/2022,No
CUS1551,41,Female,Nakuru,Self-Employed,Savings,87026.19,27143.79,650,126911.94,Defaulted,41,12/6/2022,No
CUS1552,39,Male,Nairobi,Student,Salary,140765.11,27496.2,308,12998.89,Defaulted,21,10/7/2018,No
CUS1553,22,Female,Nakuru,Employed,Fixed Deposit,197348.25,30667.43,649,32748.23,Defaulted,55,11/5/2022,No
CUS1554,50,Male,Nakuru,Employed,Savings,14447.41,91918.74,383,18128.98,Defaulted,47,5/23/2018,Yes
CUS1555,53,Male,Kisumu,Self-Employed,Savings,24455.67,67209.91,832,177384.4,Active,58,7/20/2019,No
CUS1556,64,Female,Mombasa,Self-Employed,Salary,118664.01,232055.7,657,49782.45,Fully Paid,7,5/2/2022,No
CUS1557,37,Female,Nairobi,Employed,Current,194439.42,38603.84,677,46570.32,Fully Paid,36,6/6/2022,No
CUS1558,36,Female,Mombasa,Unemployed,Fixed Deposit,259877.13,11069.7,471,42568.96,Defaulted,21,10/16/2022,No
CUS1559,52,Female,Nakuru,Employed,Savings,31229.97,80137.44,324,23264.59,Defaulted,50,4/29/2020,Yes
CUS1560,69,Female,Nairobi,Employed,Current,88692.16,52723.94,692,98323.69,Defaulted,40,11/28/2019,No
CUS1561,60,Female,Nakuru,Employed,Salary,52673.84,161209.1,402,13846.41,Defaulted,12,3/29/2023,No
CUS1562,34,Male,Nairobi,Employed,Savings,26392.26,66960.86,535,12626.22,Active,15,6/2/2022,No
CUS1563,62,Male,Nairobi,Employed,Current,120781.4,68024.79,709,240373.58,Fully Paid,15,11/5/2020,No
CUS1564,60,Female,Nairobi,Self-Employed,Salary,12203.04,97021.5,848,299050.17,Fully Paid,17,7/2/2019,No
CUS1565,51,Male,Nairobi,Self-Employed,Savings,26695.67,184294.69,631,199657.59,Defaulted,34,8/8/2022,No
CUS1566,26,Female,Mombasa,Student,Current,133969.51,21491.65,831,482785.42,Active,44,1/6/2018,No
CUS1567,43,Male,Nairobi,Employed,Current,11252.23,32992.43,328,40685.56,Defaulted,35,8/3/2019,Yes
CUS1568,19,Male,Eldoret,Employed,Current,21224.35,71117.84,842,451562.1,Fully Paid,39,1/26/2022,Yes
CUS1569,26,Male,Mombasa,Employed,Current,62212.25,103265.04,318,40314.97,Defaulted,38,9/4/2019,No
CUS1570,26,Female,Nairobi,Employed,Current,176171.94,86436.08,447,37067.27,Defaulted,14,9/12/2022,No
CUS1571,57,Male,Kisumu,Self-Employed,Current,154152.8,267567.78,770,79605.61,Active,55,4/17/2021,No
CUS1572,34,Female,Nakuru,Self-Employed,Current,9320.54,240558.44,790,478734.29,Fully Paid,59,4/2/2021,No
CUS1573,18,Male,Kisumu,Unemployed,Fixed Deposit,275770.77,12517.8,582,38862.15,Fully Paid,5,9/13/2021,No
CUS1574,42,Male,Nairobi,Employed,Savings,28194.06,87467.21,412,31218.01,Defaulted,30,9/29/2020,No
CUS1575,60,Male,Nakuru,Employed,Current,131485.9,149114.3,754,324778.43,Active,4,11/8/2022,No
CUS1576,57,Male,Nakuru,Self-Employed,Salary,111017.54,256218.64,629,137439.55,Fully Paid,15,11/1/2018,No
CUS1577,59,Male,Nairobi,Employed,Current,173258.2,131121.16,554,187793.06,Active,39,7/3/2020,No
CUS1578,42,Female,Nairobi,Self-Employed,Fixed Deposit,263937.31,239649.21,698,34390.76,Active,35,1/8/2021,No
CUS1579,56,Female,Mombasa,Student,Current,198917.77,23727.62,807,344136.4,Active,45,9/18/2020,No
CUS1580,52,Male,Nairobi,Employed,Salary,147198.06,127195.34,765,471414.55,Fully Paid,10,12/8/2019,No
CUS1581,20,Male,Nakuru,Unemployed,Salary,133503.34,6243.66,706,119980.56,Fully Paid,55,11/12/2019,No
CUS1582,67,Male,Nairobi,Self-Employed,Savings,57912.08,228819,397,38225.96,Defaulted,2,2/4/2021,No
CUS1583,54,Male,Eldoret,Employed,Current,82611.26,65155.38,589,87780.89,Fully Paid,44,4/12/2022,No
CUS1584,61,Female,Mombasa,Self-Employed,Current,76055.33,238256.74,455,47940.67,Defaulted,24,1/17/2021,No
CUS1585,61,Male,Nairobi,Employed,Current,7364.33,166772.94,461,15496.97,Defaulted,28,2/12/2020,No
CUS1586,68,Female,Nairobi,Employed,Savings,25668.28,169764.63,396,33021.52,Active,22,7/21/2020,No
CUS1587,47,Male,Mombasa,Self-Employed,Salary,110633.15,152416.47,676,77786.5,Fully Paid,44,3/26/2023,No
CUS1588,55,Female,Nakuru,Unemployed,Savings,60759.58,3849.62,749,182820.22,Active,32,10/22/2019,Yes
CUS1589,51,Male,Nakuru,Employed,Current,183702.33,46953.01,416,21886.95,Defaulted,31,11/16/2022,No
CUS1590,29,Male,Nairobi,Employed,Fixed Deposit,72510.02,156371.41,805,292841.28,Fully Paid,19,1/22/2019,No
CUS1591,36,Female,Nairobi,Unemployed,Savings,16372.38,17725.23,488,38245.88,Defaulted,51,11/29/2021,No
CUS1592,54,Male,Nairobi,Unemployed,Salary,120494.13,13016.77,775,266178.69,Active,21,5/5/2019,No
CUS1593,61,Male,Kisumu,Self-Employed,Salary,60191.07,60364.82,622,75429.71,Active,3,3/17/2021,No
CUS1594,66,Male,Nairobi,Employed,Current,28077.34,188932.4,479,22662.69,Defaulted,6,2/24/2020,No
CUS1595,34,Female,Mombasa,Student,Current,199307.85,29727.55,480,43104.03,Active,32,4/24/2019,No
CUS1596,27,Male,Kisumu,Employed,Savings,78937.78,103674.36,586,141431.69,Fully Paid,2,10/20/2022,No
CUS1597,66,Male,Eldoret,Self-Employed,Fixed Deposit,233933.47,186551.08,774,483433.43,Fully Paid,24,5/8/2022,Yes
CUS1598,64,Female,Nairobi,Employed,Savings,82511.4,162128.85,561,168050.13,Fully Paid,45,4/21/2020,No
CUS1599,29,Female,Nairobi,Self-Employed,Fixed Deposit,356271.74,226189.14,822,334746.83,Active,59,3/31/2018,No
CUS1600,33,Female,Kisumu,Employed,Salary,120596.47,194523.82,461,44453.74,Active,27,10/14/2019,No
CUS1601,41,Male,Kisumu,Employed,Savings,81705.43,49530.13,786,296369.79,Fully Paid,9,3/6/2022,No
CUS1602,36,Male,Nairobi,Employed,Salary,21862.02,128723.23,480,24545.25,Defaulted,13,8/26/2020,No
CUS1603,25,Male,Eldoret,Employed,Savings,62674.32,147628.34,768,201181.66,Fully Paid,55,12/15/2021,No
CUS1604,48,Female,Nakuru,Self-Employed,Salary,10949.98,269227.56,320,13638.38,Defaulted,14,2/14/2023,Yes
CUS1605,38,Male,Nairobi,Unemployed,Savings,5302.17,17482.19,574,63003.43,Fully Paid,51,7/20/2022,No
CUS1606,34,Male,Nairobi,Student,Current,181276.1,29449.99,559,150362.13,Fully Paid,11,2/20/2020,No
CUS1607,40,Female,Mombasa,Employed,Savings,53228.81,117053.34,632,82379.69,Active,14,3/1/2020,No
CUS1608,54,Female,Nakuru,Self-Employed,Salary,113026.28,252613.04,765,268299.56,Active,16,9/21/2021,No
CUS1609,33,Female,Nairobi,Self-Employed,Current,168507.69,139638.88,415,21635.91,Active,10,6/11/2022,Yes
CUS1610,23,Female,Kisumu,Employed,Savings,95009.09,101793.36,712,448192.78,Active,20,8/8/2022,No
CUS1611,25,Female,Kisumu,Employed,Current,174523.81,73069.22,836,59006.61,Fully Paid,16,8/28/2021,No
CUS1612,42,Male,Nairobi,Self-Employed,Current,99245.73,249106.44,556,74923.45,Fully Paid,58,11/8/2018,No
CUS1613,35,Female,Kisumu,Student,Fixed Deposit,201186.64,29645.38,467,20106.79,Defaulted,34,10/11/2020,No
CUS1614,42,Male,Eldoret,Self-Employed,Salary,31629.05,91775.68,832,135822.2,Active,57,5/30/2023,No
CUS1615,29,Male,Nairobi,Employed,Current,83062.69,39542.37,314,25975.15,Defaulted,16,3/17/2018,No
CUS1616,32,Female,Nairobi,Self-Employed,Savings,37282.86,248351.88,349,39448.91,Active,14,9/16/2018,No
CUS1617,43,Female,Mombasa,Employed,Savings,56397.91,135439.11,603,92052.04,Fully Paid,53,10/25/2020,No
CUS1618,58,Female,Nakuru,Unemployed,Current,134774.33,19193.98,786,202194.46,Fully Paid,28,6/1/2023,No
CUS1619,62,Male,Eldoret,Self-Employed,Current,195773.47,90626.98,715,64072.12,Fully Paid,18,4/23/2021,Yes
CUS1620,43,Female,Mombasa,Employed,Current,147035.31,42074.7,604,36958.18,Defaulted,26,11/11/2019,No
CUS1621,64,Female,Nakuru,Unemployed,Savings,64731.1,9848.85,495,5997.46,Active,38,11/17/2022,No
CUS1622,49,Female,Mombasa,Employed,Current,70343.02,44529.22,687,195093.16,Active,7,7/25/2018,No
CUS1623,27,Female,Mombasa,Student,Salary,14830.54,11544.75,754,252800.2,Fully Paid,45,11/26/2022,No
CUS1624,33,Female,Nairobi,Employed,Savings,29524.39,51416.24,609,137235.62,Fully Paid,34,9/27/2022,No
CUS1625,24,Male,Nairobi,Employed,Current,154847.34,68102.47,426,35203.38,Defaulted,47,6/20/2020,No
CUS1626,34,Male,Nairobi,Employed,Fixed Deposit,142372.37,48044.59,474,28938.77,Active,49,7/24/2018,No
CUS1627,40,Male,Mombasa,Employed,Fixed Deposit,370484.69,192164.02,433,33137.77,Defaulted,45,12/13/2020,No
CUS1628,43,Female,Nairobi,Employed,Savings,58398.2,77355.66,365,28991.31,Defaulted,7,2/8/2023,Yes
CUS1629,38,Female,Eldoret,Self-Employed,Current,38512.09,144291.32,692,138010.71,Active,33,7/24/2020,No
CUS1630,39,Female,Nairobi,Self-Employed,Salary,46627.47,271611.31,664,197529.06,Defaulted,35,2/1/2018,No
CUS1631,24,Male,Nairobi,Self-Employed,Savings,50134.06,209650.04,578,60292.69,Active,52,1/19/2022,No
CUS1632,31,Female,Mombasa,Employed,Current,86583.07,135066.37,662,50717.07,Active,50,10/23/2018,No
CUS1633,32,Female,Kisumu,Self-Employed,Savings,78077.82,217557.69,470,11640.09,Defaulted,39,4/19/2020,No
CUS1634,24,Female,Nairobi,Employed,Current,148208.91,170899.78,350,40577.28,Active,21,11/19/2022,Yes
CUS1635,26,Male,Nairobi,Self-Employed,Current,117042.03,265747.39,627,169052.63,Active,49,9/2/2021,No
CUS1636,68,Female,Eldoret,Employed,Fixed Deposit,420023.62,139248.74,444,22888.5,Defaulted,28,6/10/2023,No
CUS1637,65,Male,Nairobi,Student,Savings,56704.28,27250.18,573,185938.39,Fully Paid,32,11/13/2018,No
CUS1638,25,Female,Nairobi,Self-Employed,Current,193055.91,169911.31,454,36201.32,Defaulted,44,6/3/2018,No
CUS1639,67,Male,Nakuru,Self-Employed,Current,47358.7,97641.44,807,465102.36,Active,16,8/19/2020,No
CUS1640,40,Male,Nairobi,Employed,Current,144255.74,179613.04,662,121048.81,Defaulted,56,5/20/2022,No
CUS1641,46,Male,Mombasa,Employed,Fixed Deposit,216474.86,122050.38,624,167535.09,Active,10,6/8/2023,No
CUS1642,35,Female,Nairobi,Employed,Current,59398.41,184043.39,597,16189.89,Fully Paid,23,6/27/2019,No
CUS1643,48,Female,Nairobi,Unemployed,Salary,35254.25,803.36,793,334350.35,Fully Paid,48,11/25/2019,No
CUS1644,47,Male,Nairobi,Student,Current,112738.18,14937.89,845,193693.25,Fully Paid,52,6/30/2021,No
CUS1645,69,Male,Nairobi,Employed,Current,47016.54,191126.85,603,115069.35,Fully Paid,50,11/19/2021,No
CUS1646,56,Female,Nairobi,Self-Employed,Salary,38049.12,89902.03,766,154850.22,Fully Paid,15,3/25/2020,No
CUS1647,52,Female,Nairobi,Self-Employed,Savings,99062.66,283630.15,538,159243.37,Active,55,8/23/2021,Yes
CUS1648,35,Male,Nakuru,Self-Employed,Savings,80372.99,287092.69,816,147421.49,Fully Paid,43,6/14/2018,No
CUS1649,59,Female,Nairobi,Employed,Fixed Deposit,386724.57,179964.19,475,27454.43,Defaulted,50,10/11/2022,No
CUS1650,56,Female,Mombasa,Employed,Current,159841.82,125823.57,709,343768.11,Fully Paid,6,11/4/2019,No
CUS1651,34,Female,Nakuru,Employed,Salary,145649.2,139979.71,663,92974.25,Defaulted,33,10/12/2022,No
CUS1652,31,Female,Kisumu,Unemployed,Salary,90258.74,17392.34,322,12994.52,Defaulted,55,10/13/2021,No
CUS1653,48,Male,Nairobi,Self-Employed,Current,47947.56,237251.18,617,77683.99,Fully Paid,39,10/26/2022,No
CUS1654,41,Female,Eldoret,Self-Employed,Current,173130.88,196426.28,824,72456.76,Fully Paid,12,12/28/2020,No
CUS1655,52,Female,Nairobi,Student,Current,149832.49,29556.49,575,13942.29,Fully Paid,52,2/18/2020,No
CUS1656,61,Male,Nairobi,Self-Employed,Savings,42016.52,211989.46,528,76037.21,Fully Paid,36,5/9/2023,No
CUS1657,62,Male,Nakuru,Unemployed,Fixed Deposit,263106.27,19509.64,407,23020.04,Active,31,10/11/2019,No
CUS1658,51,Female,Mombasa,Self-Employed,Fixed Deposit,235063.58,36068.77,475,20744.29,Defaulted,10,7/7/2021,No
CUS1659,20,Female,Mombasa,Employed,Current,186338.72,53623.26,619,129009.23,Active,53,1/11/2022,Yes
CUS1660,54,Female,Nairobi,Student,Savings,35009.63,16286.47,585,27448.33,Active,34,12/23/2022,No
CUS1661,60,Female,Mombasa,Self-Employed,Savings,96384.94,127766.25,628,41104.83,Fully Paid,41,4/5/2022,No
CUS1662,57,Male,Nairobi,Employed,Savings,91116.91,163064.92,655,136159.24,Defaulted,10,9/26/2020,No
CUS1663,43,Male,Eldoret,Employed,Salary,98272.96,57304.38,313,25726.7,Active,52,11/22/2022,No
CUS1664,40,Male,Nairobi,Employed,Savings,58402.36,195936.18,574,177256.57,Fully Paid,11,1/13/2021,No
CUS1665,61,Female,Nakuru,Self-Employed,Salary,61812.5,108218.45,370,44038.1,Defaulted,57,3/15/2018,No
CUS1666,56,Female,Mombasa,Unemployed,Fixed Deposit,58252.28,8578.47,494,21442.75,Defaulted,14,6/18/2021,No
CUS1667,32,Female,Nakuru,Student,Fixed Deposit,107430.43,11868.63,822,480688.17,Active,3,5/21/2018,No
CUS1668,66,Female,Kisumu,Student,Current,152075.11,19484.09,405,26164.85,Defaulted,57,4/26/2019,No
CUS1669,21,Male,Kisumu,Employed,Fixed Deposit,262193.06,39966.88,495,31119.32,Defaulted,33,7/16/2021,No
CUS1670,46,Male,Nairobi,Employed,Current,34218.44,55445.18,444,42319.74,Active,7,11/2/2021,No
CUS1671,39,Female,Nairobi,Employed,Fixed Deposit,168782.38,156785.61,649,71894.37,Defaulted,4,3/2/2023,No
CUS1672,42,Male,Nairobi,Unemployed,Current,189828.2,3730.01,723,477201.34,Fully Paid,39,8/12/2019,Yes
CUS1673,30,Female,Nakuru,Employed,Current,76590.9,70037.46,770,140648.06,Active,48,4/11/2019,No
CUS1674,35,Female,Nakuru,Self-Employed,Current,181997.98,242035.03,515,103636.76,Active,10,3/10/2022,No
CUS1675,50,Male,Mombasa,Self-Employed,Savings,31158.95,46124.33,392,12488.91,Defaulted,15,7/5/2018,No
CUS1676,33,Female,Nairobi,Employed,Current,110927.92,104370.55,559,53940.22,Fully Paid,16,6/7/2020,No
CUS1677,62,Female,Nairobi,Employed,Salary,12866.79,33920.78,840,152655.08,Active,38,7/21/2018,No
CUS1678,59,Male,Kisumu,Student,Savings,52665.64,13670.18,584,143540.87,Active,4,4/7/2022,No
CUS1679,61,Female,Mombasa,Student,Savings,64057.26,22474.54,783,219666.36,Active,4,7/21/2021,Yes
CUS1680,19,Female,Nakuru,Employed,Savings,24196.2,45317.56,671,159987.51,Active,56,12/12/2021,No
CUS1681,52,Male,Eldoret,Self-Employed,Current,117892.75,268733.7,369,48692.31,Defaulted,55,11/23/2022,Yes
CUS1682,59,Female,Nairobi,Student,Savings,65069.61,27737.48,678,126084.99,Defaulted,36,7/25/2018,No
CUS1683,51,Male,Mombasa,Employed,Current,138942.79,47848.36,578,160268.9,Active,27,6/27/2020,No
CUS1684,47,Female,Mombasa,Employed,Savings,77863.93,198424.51,601,24480.6,Active,22,12/7/2018,No
CUS1685,30,Male,Nairobi,Employed,Savings,31822.59,80580.02,554,110045.56,Fully Paid,22,11/22/2021,No
CUS1686,30,Male,Nairobi,Self-Employed,Fixed Deposit,305499.63,43548.47,563,177628.09,Fully Paid,17,9/6/2019,No
CUS1687,35,Male,Nairobi,Employed,Savings,98176.32,30861.41,723,224365.95,Active,45,1/25/2023,No
CUS1688,49,Female,Nakuru,Employed,Salary,135740.18,99448.89,512,102871.76,Fully Paid,34,3/1/2018,No
CUS1689,49,Male,Mombasa,Employed,Savings,95313.88,137067.7,399,22434.87,Active,32,4/5/2018,No
CUS1690,52,Male,Mombasa,Self-Employed,Current,80296.6,113010.19,411,13583.77,Active,52,10/27/2019,No
CUS1691,56,Male,Eldoret,Student,Savings,78905.88,25917.93,607,44449.49,Fully Paid,6,6/19/2022,No
CUS1692,63,Male,Nakuru,Unemployed,Current,125880.1,14332.13,774,292198.3,Active,54,4/25/2018,Yes
CUS1693,69,Male,Nairobi,Unemployed,Salary,21582.91,7003.23,847,293147.09,Active,33,8/24/2019,No
CUS1694,46,Female,Mombasa,Self-Employed,Salary,125357.25,225606.71,411,21095.47,Defaulted,8,1/5/2020,No
CUS1695,66,Female,Mombasa,Employed,Savings,68033.03,189882.92,386,32921.09,Defaulted,50,2/7/2020,No
CUS1696,46,Female,Nakuru,Employed,Current,43788.89,45826.32,482,13719.6,Defaulted,53,6/1/2020,No
CUS1697,61,Female,Kisumu,Student,Current,20549.02,12652.6,464,32942.57,Defaulted,36,10/26/2018,No
CUS1698,33,Female,Kisumu,Employed,Savings,83865.19,108765.41,389,45022.4,Active,5,5/16/2019,No
CUS1699,61,Female,Nairobi,Employed,Savings,8811.28,114658.32,754,82882.69,Fully Paid,5,12/23/2020,No
CUS1700,64,Female,Nakuru,Self-Employed,Salary,22789.54,171814.78,537,178349.66,Fully Paid,47,4/23/2020,No
CUS1701,27,Male,Nairobi,Employed,Salary,69837.16,81106.57,833,341470.1,Fully Paid,10,3/5/2021,No
CUS1702,47,Female,Nairobi,Employed,Salary,28871.7,143434.14,357,30131.24,Defaulted,40,10/28/2021,Yes
CUS1703,42,Male,Nairobi,Student,Fixed Deposit,461151.32,21127.11,841,440164.22,Fully Paid,58,6/12/2022,No
CUS1704,56,Male,Nairobi,Unemployed,Fixed Deposit,261627.77,11556.43,701,210368.53,Active,7,1/4/2019,No
CUS1705,37,Female,Nairobi,Employed,Savings,57345.95,49339.49,818,65625.29,Active,12,12/15/2018,No
CUS1706,22,Male,Nakuru,Student,Savings,92882.5,16924.2,496,28761.52,Active,30,12/25/2018,No
CUS1707,18,Male,Eldoret,Self-Employed,Savings,53496.06,119743.53,345,41659.45,Active,25,6/11/2018,No
CUS1708,47,Male,Nairobi,Self-Employed,Fixed Deposit,209116.02,157490.77,829,496136.77,Active,28,6/2/2021,No
CUS1709,66,Male,Nairobi,Employed,Fixed Deposit,408719.8,186717.29,696,144516.3,Fully Paid,43,11/19/2022,No
CUS1710,20,Female,Nairobi,Employed,Salary,71999.03,111690.33,373,45693.97,Defaulted,13,2/23/2020,No
CUS1711,62,Female,Nairobi,Self-Employed,Salary,54585.72,23914.62,715,153061.29,Fully Paid,47,6/23/2021,No
CUS1712,31,Female,Nairobi,Unemployed,Salary,111252.12,8776.73,634,61039.99,Defaulted,49,10/31/2021,No
CUS1713,47,Female,Eldoret,Self-Employed,Salary,122224.79,249781.49,595,172297.32,Defaulted,22,5/9/2019,No
CUS1714,67,Female,Nairobi,Employed,Savings,79379.9,162610.36,383,40494.84,Defaulted,54,10/16/2020,No
CUS1715,21,Female,Mombasa,Employed,Fixed Deposit,489953.49,117276.31,314,14244.54,Active,18,2/13/2023,No
CUS1716,35,Female,Nairobi,Unemployed,Current,158400.06,4995.38,433,11825.73,Defaulted,27,4/9/2021,No
CUS1717,54,Female,Nakuru,Employed,Savings,77223.41,109065.07,777,463984.94,Active,8,10/21/2018,No
CUS1718,42,Female,Kisumu,Self-Employed,Salary,130047.94,177836.62,618,64586.96,Active,6,4/21/2019,No
CUS1719,65,Female,Eldoret,Employed,Salary,10025.93,199978.14,691,123448.62,Active,11,8/2/2020,No
CUS1720,18,Male,Nakuru,Employed,Savings,36880.71,139510.28,778,349595.89,Fully Paid,29,7/30/2021,Yes
CUS1721,63,Female,Nairobi,Self-Employed,Savings,74022.71,214394.18,667,189452.11,Active,58,6/5/2019,No
CUS1722,32,Male,Nairobi,Self-Employed,Fixed Deposit,319873.55,157607.16,666,153298.21,Fully Paid,41,7/30/2020,No
CUS1723,26,Male,Kisumu,Employed,Current,39626.54,90263.22,587,42030.58,Fully Paid,58,6/7/2019,No
CUS1724,32,Male,Nairobi,Employed,Salary,52522.63,168202.01,677,155667.77,Defaulted,5,9/27/2021,No
CUS1725,66,Male,Mombasa,Unemployed,Savings,34342.47,9898.65,762,242298.42,Active,7,1/20/2018,No
CUS1726,41,Female,Nairobi,Employed,Savings,57214.98,199097.32,312,26168.34,Active,22,1/15/2023,Yes
CUS1727,21,Male,Nairobi,Self-Employed,Savings,83328.23,147993.76,835,382669.32,Active,59,7/6/2022,No
CUS1728,29,Female,Mombasa,Student,Savings,93316.69,6700.01,467,14127.84,Defaulted,47,8/10/2020,No
CUS1729,54,Female,Mombasa,Employed,Savings,75259.15,146038.28,569,104007.6,Fully Paid,53,1/20/2023,No
CUS1730,54,Male,Nakuru,Student,Salary,128013.05,6166.04,369,46797.54,Defaulted,54,8/13/2019,Yes
CUS1731,60,Female,Nairobi,Employed,Current,96668.71,72585.27,617,33028.62,Fully Paid,4,10/19/2021,No
CUS1732,23,Male,Mombasa,Self-Employed,Current,81006.19,119046.71,675,191327.52,Active,32,1/24/2021,No
CUS1733,56,Male,Nairobi,Employed,Savings,39878.14,155712.21,388,38048.23,Active,19,11/20/2018,No
CUS1734,63,Female,Nairobi,Student,Savings,61987.81,17355.9,556,180106.78,Active,45,6/1/2018,Yes
CUS1735,41,Female,Mombasa,Employed,Salary,27393.14,34869.81,516,135346.29,Defaulted,33,6/23/2020,Yes
CUS1736,28,Male,Nairobi,Employed,Current,118001.37,134864.47,749,95005.57,Fully Paid,1,4/20/2023,No
CUS1737,30,Female,Nairobi,Student,Fixed Deposit,349309.79,15285.91,843,72325.73,Fully Paid,54,12/9/2019,No
CUS1738,51,Female,Nairobi,Self-Employed,Current,90587.2,278113.66,440,16351.67,Defaulted,46,4/18/2021,No
CUS1739,42,Female,Nairobi,Self-Employed,Savings,95363.55,159877.45,460,22932.16,Defaulted,41,9/5/2019,No
CUS1740,24,Male,Nairobi,Employed,Current,123601.59,150525.77,331,43712.93,Defaulted,56,8/1/2021,No
CUS1741,69,Male,Nairobi,Self-Employed,Savings,22779.95,81283.18,451,27671.87,Defaulted,44,5/25/2023,Yes
CUS1742,21,Female,Nairobi,Employed,Salary,77090.28,159365.51,559,24390.53,Fully Paid,50,5/18/2020,No
CUS1743,25,Female,Nairobi,Employed,Savings,67865.04,152562.4,578,125672.4,Fully Paid,41,11/14/2021,No
CUS1744,37,Female,Kisumu,Self-Employed,Fixed Deposit,195633.11,273142.88,584,82272,Fully Paid,8,5/28/2019,No
CUS1745,46,Female,Nairobi,Employed,Savings,8884.52,35749.68,841,326852.37,Fully Paid,32,7/24/2020,Yes
CUS1746,68,Female,Nairobi,Student,Fixed Deposit,312546.04,16187.52,447,10715.93,Active,30,9/28/2022,No
CUS1747,62,Male,Nairobi,Student,Salary,142701.82,21978.89,366,30634.73,Defaulted,46,9/11/2019,No
CUS1748,63,Female,Kisumu,Self-Employed,Current,99589.04,46645.89,578,97843.82,Defaulted,28,2/12/2019,No
CUS1749,27,Male,Nakuru,Unemployed,Current,181691.27,8212.08,742,100598.19,Fully Paid,41,2/27/2020,No
CUS1750,60,Female,Nakuru,Self-Employed,Salary,126903.3,283801.05,698,18406.41,Active,52,10/14/2022,No
CUS1751,51,Male,Kisumu,Employed,Current,33745.49,104108.86,427,36780.43,Active,32,9/16/2020,No
CUS1752,43,Female,Mombasa,Unemployed,Savings,71108.82,19708.1,636,131399.67,Active,25,8/7/2018,No
CUS1753,58,Male,Kisumu,Employed,Savings,44111.09,39662.64,781,494305.03,Active,34,5/1/2019,No
CUS1754,66,Female,Mombasa,Employed,Fixed Deposit,162610.85,152031.06,485,34586.3,Defaulted,33,2/21/2020,No
CUS1755,20,Male,Nairobi,Unemployed,Fixed Deposit,359122.26,11620.32,468,49881.48,Defaulted,13,3/17/2021,No
CUS1756,23,Male,Nairobi,Self-Employed,Savings,74523.41,160151.11,559,112241.87,Active,25,1/6/2020,No
CUS1757,22,Male,Nairobi,Unemployed,Savings,18809.74,19416.95,806,257951.72,Fully Paid,42,3/23/2021,No
CUS1758,22,Male,Eldoret,Employed,Salary,138022.26,52040.57,820,289129.24,Fully Paid,40,8/29/2019,No
CUS1759,64,Male,Mombasa,Self-Employed,Savings,75363.58,270879.71,770,467054.95,Fully Paid,39,12/3/2021,No
CUS1760,40,Male,Kisumu,Employed,Current,187008.22,147510.87,460,42890.35,Defaulted,56,8/28/2019,No
